Date / Time,City,Date,Month,Year
7/14/2012 23:20,San Francisco,7/14/2012,12-Jul,2012
7/14/2012 22:05,Panorama City,7/14/2012,12-Jul,2012
7/14/2012 22:05,Hollister,7/14/2012,12-Jul,2012
7/14/2012 22:00,Temecula,7/14/2012,12-Jul,2012
7/13/2012 21:00,San Diego,7/13/2012,12-Jul,2012
7/12/2012 21:45,Pismo Beach,7/12/2012,12-Jul,2012
7/12/2012 10:30,Los Banos,7/12/2012,12-Jul,2012
7/11/2012 4:00,Redding,7/11/2012,12-Jul,2012
7/10/2012 23:00,San Diego,7/10/2012,12-Jul,2012
7/9/2012 5:35,Los Angeles,7/9/2012,12-Jul,2012
7/8/2012 22:00,Mission Hills,7/8/2012,12-Jul,2012
7/8/2012 22:00,Los Angeles/Hollywood,7/8/2012,12-Jul,2012
7/8/2012 21:30,Pomona,7/8/2012,12-Jul,2012
7/8/2012 21:03,Oakland,7/8/2012,12-Jul,2012
7/8/2012 20:45,Santa Nella,7/8/2012,12-Jul,2012
7/8/2012 20:45,Santa Nella,7/8/2012,12-Jul,2012
7/8/2012 3:33,Moreno Valley,7/8/2012,12-Jul,2012
7/7/2012 21:30,Campbell,7/7/2012,12-Jul,2012
7/7/2012 21:15,Orange,7/7/2012,12-Jul,2012
7/7/2012 2:00,El Centro,7/7/2012,12-Jul,2012
7/6/2012 22:00,Sacramento,7/6/2012,12-Jul,2012
7/6/2012 21:55,Glendale,7/6/2012,12-Jul,2012
7/6/2012 21:45,Laguna Hills,7/6/2012,12-Jul,2012
7/5/2012 8:00,Riverside,7/5/2012,12-Jul,2012
7/4/2012 22:21,Redding,7/4/2012,12-Jul,2012
7/4/2012 22:20,Pasadena,7/4/2012,12-Jul,2012
7/4/2012 22:20,Pasadena,7/4/2012,12-Jul,2012
7/4/2012 22:00,Saint Helena,7/4/2012,12-Jul,2012
7/4/2012 21:30,Chino Hills,7/4/2012,12-Jul,2012
7/4/2012 21:15,Ventura,7/4/2012,12-Jul,2012
7/4/2012 21:00,Westminster,7/4/2012,12-Jul,2012
7/4/2012 21:00,Beaumont,7/4/2012,12-Jul,2012
7/4/2012 20:45,West Covina,7/4/2012,12-Jul,2012
7/3/2012 22:30,Irvine,7/3/2012,12-Jul,2012
7/3/2012 22:00,Anderson,7/3/2012,12-Jul,2012
6/30/2012 21:30,Lakeside,6/30/2012,12-Jun,2012
6/30/2012 9:00,Eureka,6/30/2012,12-Jun,2012
6/29/2012 23:15,Eureka,6/29/2012,12-Jun,2012
6/29/2012 8:42,PIco Rivera,6/29/2012,12-Jun,2012
6/28/2012 22:00,Thousand Oaks,6/28/2012,12-Jun,2012
6/28/2012 12:00,Redding,6/28/2012,12-Jun,2012
6/28/2012 6:45,Sherman Oaks,6/28/2012,12-Jun,2012
6/27/2012 23:00,Rocklin,6/27/2012,12-Jun,2012
6/27/2012 22:15,Costa Mesa,6/27/2012,12-Jun,2012
6/27/2012 18:00,San Leandro,6/27/2012,12-Jun,2012
6/27/2012 3:25,Monterey,6/27/2012,12-Jun,2012
6/27/2012 2:15,Los Banos,6/27/2012,12-Jun,2012
6/26/2012 23:30,Fresno,6/26/2012,12-Jun,2012
6/25/2012 20:20,Cathedral City,6/25/2012,12-Jun,2012
6/24/2012 22:00,Fremont,6/24/2012,12-Jun,2012
6/24/2012 19:15,Hollywood,6/24/2012,12-Jun,2012
6/24/2012 16:30,Oakland,6/24/2012,12-Jun,2012
6/24/2012 2:30,Lake Isabella (Kern River Valley),6/24/2012,12-Jun,2012
6/23/2012 23:16,Santa Rosa,6/23/2012,12-Jun,2012
6/23/2012 23:15,Santa Rosa,6/23/2012,12-Jun,2012
6/23/2012 22:10,Norwalk,6/23/2012,12-Jun,2012
6/23/2012 21:30,Downey,6/23/2012,12-Jun,2012
6/23/2012 20:10,Ventura,6/23/2012,12-Jun,2012
6/22/2012 21:10,Escondido,6/22/2012,12-Jun,2012
6/22/2012 20:30,Poway,6/22/2012,12-Jun,2012
6/22/2012 20:30,Anaheim,6/22/2012,12-Jun,2012
6/22/2012 1:20,Porterville,6/22/2012,12-Jun,2012
6/21/2012 22:50,Palm Springs,6/21/2012,12-Jun,2012
6/21/2012 18:57,Foresthill,6/21/2012,12-Jun,2012
6/21/2012 10:22,San Pedro,6/21/2012,12-Jun,2012
6/21/2012 1:25,Richmond,6/21/2012,12-Jun,2012
6/20/2012 23:30,Fairfax,6/20/2012,12-Jun,2012
6/20/2012 23:10,Atwater,6/20/2012,12-Jun,2012
6/20/2012 21:20,Seaside,6/20/2012,12-Jun,2012
6/19/2012 22:30,West Covina,6/19/2012,12-Jun,2012
6/19/2012 21:41,Covina,6/19/2012,12-Jun,2012
6/19/2012 16:15,Rosemead,6/19/2012,12-Jun,2012
6/18/2012 0:01,Lincoln,6/18/2012,12-Jun,2012
6/17/2012 21:00,San Jose,6/17/2012,12-Jun,2012
6/17/2012 3:30,Soledad,6/17/2012,12-Jun,2012
6/17/2012 0:40,Huntington Beach,6/17/2012,12-Jun,2012
6/16/2012 23:30,Santa Ana,6/16/2012,12-Jun,2012
6/16/2012 23:00,San Diego,6/16/2012,12-Jun,2012
6/16/2012 22:24,Davis,6/16/2012,12-Jun,2012
6/16/2012 21:50,Lodi,6/16/2012,12-Jun,2012
6/16/2012 21:35,Hemet,6/16/2012,12-Jun,2012
6/16/2012 21:30,San Jose,6/16/2012,12-Jun,2012
6/16/2012 12:00,Kyburz,6/16/2012,12-Jun,2012
6/15/2012 21:30,Kelseyville,6/15/2012,12-Jun,2012
6/15/2012 4:58,Fremont,6/15/2012,12-Jun,2012
6/14/2012 20:15,Dana Point,6/14/2012,12-Jun,2012
6/12/2012 21:45,Los Angeles,6/12/2012,12-Jun,2012
6/12/2012 4:30,Antioch,6/12/2012,12-Jun,2012
6/11/2012 23:00,Coarsegold,6/11/2012,12-Jun,2012
6/11/2012 5:38,Orinda,6/11/2012,12-Jun,2012
6/10/2012 23:00,Ansel Adams wilderness,6/10/2012,12-Jun,2012
6/10/2012 20:00,Oxnard,6/10/2012,12-Jun,2012
6/9/2012 22:00,Placentia,6/9/2012,12-Jun,2012
6/9/2012 21:30,Camarillo,6/9/2012,12-Jun,2012
6/9/2012 2:30,San Mateo,6/9/2012,12-Jun,2012
6/8/2012 23:00,Hayward,6/8/2012,12-Jun,2012
6/8/2012 21:15,Baldwin Park,6/8/2012,12-Jun,2012
6/8/2012 3:35,Sacramento,6/8/2012,12-Jun,2012
6/7/2012 17:15,Camarillo,6/7/2012,12-Jun,2012
6/7/2012,Ontario,6/7/2012,12-Jun,2012
6/6/2012 20:45,Tuolumne Meadows,6/6/2012,12-Jun,2012
6/5/2012 21:30,Los Angeles,6/5/2012,12-Jun,2012
6/5/2012 21:00,Los Angeles,6/5/2012,12-Jun,2012
6/5/2012 21:00,Ventura,6/5/2012,12-Jun,2012
6/5/2012 13:10,Janesville,6/5/2012,12-Jun,2012
6/5/2012 9:00,Murrieta,6/5/2012,12-Jun,2012
6/5/2012 4:00,San Jose,6/5/2012,12-Jun,2012
6/5/2012 1:30,Sherman Oaks,6/5/2012,12-Jun,2012
6/4/2012 4:19,Sacramento,6/4/2012,12-Jun,2012
6/4/2012 4:19,Sacramento,6/4/2012,12-Jun,2012
6/3/2012 22:03,Alameda,6/3/2012,12-Jun,2012
6/2/2012 21:20,Elk Grove,6/2/2012,12-Jun,2012
6/1/2012 22:00,Oak Park,6/1/2012,12-Jun,2012
6/1/2012 21:00,Sunnyvale,6/1/2012,12-Jun,2012
5/30/2012 22:35,Davis,5/30/2012,12-May,2012
5/30/2012 20:00,Arcata,5/30/2012,12-May,2012
5/28/2012 21:38,Monrovia,5/28/2012,12-May,2012
5/27/2012 20:45,Oxnard,5/27/2012,12-May,2012
5/26/2012 22:00,South Lake Tahoe,5/26/2012,12-May,2012
5/26/2012 0:50,San Diego,5/26/2012,12-May,2012
5/24/2012 2:20,Fresno,5/24/2012,12-May,2012
5/22/2012 15:30,Oak View,5/22/2012,12-May,2012
5/22/2012 13:00,Chico,5/22/2012,12-May,2012
5/22/2012 10:30,Red Bluff,5/22/2012,12-May,2012
5/21/2012 21:45,Bishop,5/21/2012,12-May,2012
5/21/2012 10:05,Riverside,5/21/2012,12-May,2012
5/21/2012 5:00,Burbank/Glendale,5/21/2012,12-May,2012
5/21/2012 4:19,Vacaville,5/21/2012,12-May,2012
5/20/2012 21:15,Palm Springs,5/20/2012,12-May,2012
5/20/2012 20:45,Burbank,5/20/2012,12-May,2012
5/20/2012 20:00,Fresno,5/20/2012,12-May,2012
5/20/2012 19:00,Moffett Field,5/20/2012,12-May,2012
5/20/2012 8:35,Alameda,5/20/2012,12-May,2012
5/19/2012 23:00,Newport Beach,5/19/2012,12-May,2012
5/19/2012 20:15,Lake Elsinore,5/19/2012,12-May,2012
5/18/2012 17:30,Davis,5/18/2012,12-May,2012
5/16/2012 23:15,Ventura,5/16/2012,12-May,2012
5/16/2012 20:15,Hawthorne,5/16/2012,12-May,2012
5/15/2012 22:40,Glendale,5/15/2012,12-May,2012
5/15/2012 3:15,Hemet,5/15/2012,12-May,2012
5/15/2012,Glendale,5/15/2012,12-May,2012
5/13/2012 22:15,Redding,5/13/2012,12-May,2012
5/13/2012 21:45,San Jose,5/13/2012,12-May,2012
5/12/2012 23:00,San Diego,5/12/2012,12-May,2012
5/12/2012 21:10,Tustin,5/12/2012,12-May,2012
5/12/2012 13:00,Cerritos,5/12/2012,12-May,2012
5/11/2012 20:30,San Jose,5/11/2012,12-May,2012
5/11/2012 19:30,Pacheco Pass/Hwy 152,5/11/2012,12-May,2012
5/11/2012 8:00,Los Banos,5/11/2012,12-May,2012
5/11/2012 7:52,Los Banos,5/11/2012,12-May,2012
5/11/2012 7:45,Pacheco Pass,5/11/2012,12-May,2012
5/8/2012 21:15,Alameda,5/8/2012,12-May,2012
5/8/2012 20:30,Clovis,5/8/2012,12-May,2012
5/7/2012 21:17,Ventura,5/7/2012,12-May,2012
5/6/2012 21:00,Berkeley,5/6/2012,12-May,2012
5/6/2012 20:55,El Dorado Hills,5/6/2012,12-May,2012
5/6/2012 14:00,Torrance,5/6/2012,12-May,2012
5/5/2012 23:35,Marina Del Rey,5/5/2012,12-May,2012
5/5/2012 23:30,Venice Beach,5/5/2012,12-May,2012
5/5/2012 23:00,Granada Hills,5/5/2012,12-May,2012
5/5/2012 21:15,Rancho Bernardo,5/5/2012,12-May,2012
5/5/2012 21:00,Torrance,5/5/2012,12-May,2012
5/5/2012 19:45,Berkeley,5/5/2012,12-May,2012
5/4/2012 23:28,South San Francisco,5/4/2012,12-May,2012
5/4/2012 21:47,Porterville,5/4/2012,12-May,2012
4/30/2012 21:00,Fresno,4/30/2012,12-Apr,2012
4/28/2012 21:00,Rancho Cucamonga,4/28/2012,12-Apr,2012
4/28/2012 20:40,Riverside,4/28/2012,12-Apr,2012
4/27/2012 22:00,San Jose,4/27/2012,12-Apr,2012
4/26/2012 21:22,Simi Valley,4/26/2012,12-Apr,2012
4/26/2012 1:45,Upland,4/26/2012,12-Apr,2012
4/23/2012 22:03,Stockton(west of),4/23/2012,12-Apr,2012
4/22/2012 22:20,Marysville,4/22/2012,12-Apr,2012
4/22/2012 18:00,San Diego,4/22/2012,12-Apr,2012
4/22/2012 7:30,Shaver Lake,4/22/2012,12-Apr,2012
4/21/2012 21:00,Santa Cruz,4/21/2012,12-Apr,2012
4/21/2012 20:30,"Reedly/Sander, (near); SANGER",4/21/2012,12-Apr,2012
4/21/2012 20:00,Hemet,4/21/2012,12-Apr,2012
4/21/2012 1:00,Indio,4/21/2012,12-Apr,2012
4/20/2012 21:33,Lake Elsinore,4/20/2012,12-Apr,2012
4/19/2012 18:25,Sacramento,4/19/2012,12-Apr,2012
4/18/2012 23:45,Bermuda Dunes,4/18/2012,12-Apr,2012
4/18/2012 21:15,El Centro,4/18/2012,12-Apr,2012
4/18/2012 20:25,El Centro,4/18/2012,12-Apr,2012
4/18/2012 12:41,Atascadero,4/18/2012,12-Apr,2012
4/18/2012 12:00,Escondido,4/18/2012,12-Apr,2012
4/17/2012 22:50,Sherman Oaks,4/17/2012,12-Apr,2012
4/17/2012 22:23,San Juan Capistrano,4/17/2012,12-Apr,2012
4/17/2012 21:10,West Hollywood,4/17/2012,12-Apr,2012
4/17/2012 7:05,Los Banos,4/17/2012,12-Apr,2012
4/16/2012 18:00,Oakland,4/16/2012,12-Apr,2012
4/16/2012 8:00,Los Banos (near),4/16/2012,12-Apr,2012
4/16/2012 8:00,Los Banos,4/16/2012,12-Apr,2012
4/16/2012 7:48,Pacheco Pass,4/16/2012,12-Apr,2012
4/16/2012 7:25,Dinosaur Point (Pacheco Pass on SR152),4/16/2012,12-Apr,2012
4/16/2012 7:20,Santa Nella,4/16/2012,12-Apr,2012
4/16/2012 7:00,Merced County,4/16/2012,12-Apr,2012
4/14/2012 21:30,Ben Lomond,4/14/2012,12-Apr,2012
4/14/2012 21:15,Palm Springs,4/14/2012,12-Apr,2012
4/13/2012 20:00,Vista Point,4/13/2012,12-Apr,2012
4/12/2012 21:00,Palm Springs,4/12/2012,12-Apr,2012
4/12/2012 20:00,Sacramento,4/12/2012,12-Apr,2012
4/12/2012 9:00,Covina,4/12/2012,12-Apr,2012
4/10/2012 19:50,La Mesa,4/10/2012,12-Apr,2012
4/10/2012 12:16,Wildomar,4/10/2012,12-Apr,2012
4/9/2012 20:50,San Diego,4/9/2012,12-Apr,2012
4/9/2012 12:05,San Marcos,4/9/2012,12-Apr,2012
4/9/2012 6:05,Ventura,4/9/2012,12-Apr,2012
4/8/2012 20:35,Marysville,4/8/2012,12-Apr,2012
4/8/2012 20:05,La Mirada,4/8/2012,12-Apr,2012
4/8/2012 20:00,Norco,4/8/2012,12-Apr,2012
4/7/2012 21:30,Rocklin,4/7/2012,12-Apr,2012
4/6/2012 22:48,San Francisco,4/6/2012,12-Apr,2012
4/5/2012 23:00,Healdsburg,4/5/2012,12-Apr,2012
4/5/2012 1:50,Encinitas,4/5/2012,12-Apr,2012
4/3/2012 18:17,Fullerton,4/3/2012,12-Apr,2012
4/2/2012 22:30,Antioch,4/2/2012,12-Apr,2012
4/2/2012 2:40,Lodi,4/2/2012,12-Apr,2012
4/1/2012 20:00,Nevada City,4/1/2012,12-Apr,2012
4/1/2012 19:52,Altadena,4/1/2012,12-Apr,2012
4/1/2012 10:00,Fairfield,4/1/2012,12-Apr,2012
3/30/2012 22:00,Little Rock,3/30/2012,12-Mar,2012
3/29/2012 21:00,Bishop,3/29/2012,12-Mar,2012
3/29/2012 4:00,Los Angeles,3/29/2012,12-Mar,2012
3/28/2012 18:25,Lodi (north of),3/28/2012,12-Mar,2012
3/27/2012 8:00,Ojai,3/27/2012,12-Mar,2012
3/26/2012 18:20,Bakersfield,3/26/2012,12-Mar,2012
3/25/2012 20:30,Fontana,3/25/2012,12-Mar,2012
3/23/2012 21:20,Bishop,3/23/2012,12-Mar,2012
3/23/2012 11:30,Carmel Valley,3/23/2012,12-Mar,2012
3/23/2012,Porterville,3/23/2012,12-Mar,2012
3/22/2012 20:00,Santa Rosa,3/22/2012,12-Mar,2012
3/21/2012 14:30,Joshua Tree,3/21/2012,12-Mar,2012
3/20/2012 23:30,Santa Clara,3/20/2012,12-Mar,2012
3/20/2012 14:46,Mojave,3/20/2012,12-Mar,2012
3/20/2012,Mojave,3/20/2012,12-Mar,2012
3/19/2012 23:15,Cayucos,3/19/2012,12-Mar,2012
3/19/2012 10:27,Irvine,3/19/2012,12-Mar,2012
3/19/2012 1:00,Laguna Woods,3/19/2012,12-Mar,2012
3/18/2012 18:00,Los Angeles,3/18/2012,12-Mar,2012
3/17/2012 10:00,California (city unspecified),3/17/2012,12-Mar,2012
3/17/2012 8:00,Mendocino,3/17/2012,12-Mar,2012
3/16/2012 12:00,Monterey,3/16/2012,12-Mar,2012
3/15/2012 19:00,San Diego,3/15/2012,12-Mar,2012
3/14/2012 20:00,Fountain Valley,3/14/2012,12-Mar,2012
3/13/2012 7:14,Madera/Fresno,3/13/2012,12-Mar,2012
3/13/2012 6:00,Diamond Bar,3/13/2012,12-Mar,2012
3/12/2012 20:29,Oakley,3/12/2012,12-Mar,2012
3/10/2012 23:30,Ventura,3/10/2012,12-Mar,2012
3/10/2012 20:00,Santa Ana,3/10/2012,12-Mar,2012
3/10/2012 20:00,Santa Ana,3/10/2012,12-Mar,2012
3/10/2012 18:45,Redding,3/10/2012,12-Mar,2012
3/10/2012 11:00,Selma,3/10/2012,12-Mar,2012
3/9/2012 20:22,Stockton,3/9/2012,12-Mar,2012
3/9/2012 20:00,Sacramento,3/9/2012,12-Mar,2012
3/9/2012 1:30,Grass Valley,3/9/2012,12-Mar,2012
3/8/2012 19:35,Santa Clara,3/8/2012,12-Mar,2012
3/7/2012 20:15,Citrus Heights,3/7/2012,12-Mar,2012
3/6/2012 23:00,Sacramento,3/6/2012,12-Mar,2012
3/6/2012 21:00,Citrus Heights,3/6/2012,12-Mar,2012
3/4/2012 21:00,Ventura,3/4/2012,12-Mar,2012
3/4/2012 15:45,Soulsbyville,3/4/2012,12-Mar,2012
3/4/2012 13:30,Los Angeles (mid-city),3/4/2012,12-Mar,2012
3/4/2012 3:00,Hollywood,3/4/2012,12-Mar,2012
3/3/2012 21:00,Ontario,3/3/2012,12-Mar,2012
3/3/2012 20:42,Sacramento,3/3/2012,12-Mar,2012
3/3/2012 19:23,Grass Valley,3/3/2012,12-Mar,2012
3/3/2012 16:00,Pollock Pines,3/3/2012,12-Mar,2012
3/2/2012 13:45,San Dimas,3/2/2012,12-Mar,2012
2/27/2012 21:00,Pasadena,2/27/2012,12-Feb,2012
2/22/2012 21:00,Carmel Valley,2/22/2012,12-Feb,2012
2/22/2012 18:00,San Diego,2/22/2012,12-Feb,2012
2/19/2012 20:30,Los Angeles,2/19/2012,12-Feb,2012
2/19/2012 19:00,Morgan Hill,2/19/2012,12-Feb,2012
2/16/2012 20:00,Oxnard,2/16/2012,12-Feb,2012
2/15/2012 22:38,Sacramento,2/15/2012,12-Feb,2012
2/15/2012 16:25,Playa del Rey,2/15/2012,12-Feb,2012
2/14/2012 0:00,Anaheim,2/14/2012,12-Feb,2012
2/14/2012 20:00,Huntington Beach,2/14/2012,12-Feb,2012
2/13/2012 19:00,West Hollywood,2/13/2012,12-Feb,2012
2/13/2012 18:00,Oroville,2/13/2012,12-Feb,2012
2/13/2012 6:20,Oroville,2/13/2012,12-Feb,2012
2/12/2012 2:20,San Francisco,2/12/2012,12-Feb,2012
2/11/2012 18:00,San Diego (north coastal area),2/11/2012,12-Feb,2012
2/10/2012 20:40,Los Banos,2/10/2012,12-Feb,2012
2/10/2012 19:00,San Jose,2/10/2012,12-Feb,2012
2/9/2012 20:00,Bakersfield,2/9/2012,12-Feb,2012
2/8/2012 21:00,Sacramento,2/8/2012,12-Feb,2012
2/8/2012 19:02,Palm Springs,2/8/2012,12-Feb,2012
2/7/2012 18:40,Rancho Mirage,2/7/2012,12-Feb,2012
2/6/2012 21:15,Santa Maria,2/6/2012,12-Feb,2012
2/6/2012 20:52,Fort Irwin,2/6/2012,12-Feb,2012
2/5/2012 10:40,Fountain Valley,2/5/2012,12-Feb,2012
2/5/2012 2:10,Bakersfield,2/5/2012,12-Feb,2012
2/5/2012 0:22,Bellflower,2/5/2012,12-Feb,2012
2/4/2012 22:00,San Rafael,2/4/2012,12-Feb,2012
2/4/2012 19:00,Lakeside,2/4/2012,12-Feb,2012
2/4/2012 17:48,Novato,2/4/2012,12-Feb,2012
2/4/2012 11:00,Huntington Beach,2/4/2012,12-Feb,2012
2/3/2012 19:00,Davis,2/3/2012,12-Feb,2012
2/3/2012 5:30,Weed,2/3/2012,12-Feb,2012
2/1/2012 23:40,Fullerton,2/1/2012,12-Feb,2012
2/1/2012 21:00,Colton,2/1/2012,12-Feb,2012
2/1/2012 18:23,Santa Rosa (45 min. E of; Hwy. 12),2/1/2012,12-Feb,2012
1/30/2012 19:40,San Jose,1/30/2012,12-Jan,2012
1/30/2012 6:01,Turlock,1/30/2012,12-Jan,2012
1/28/2012 23:00,Occidental,1/28/2012,12-Jan,2012
1/28/2012 22:00,Sacramento,1/28/2012,12-Jan,2012
1/28/2012 20:00,Lodi,1/28/2012,12-Jan,2012
1/27/2012 1:45,Hayward,1/27/2012,12-Jan,2012
1/26/2012 19:20,Redding,1/26/2012,12-Jan,2012
1/26/2012 11:30,Lone Pine (Highway 395 south of),1/26/2012,12-Jan,2012
1/25/2012 21:00,Antioch,1/25/2012,12-Jan,2012
1/25/2012 21:00,Antioch,1/25/2012,12-Jan,2012
1/25/2012 21:00,Antioch,1/25/2012,12-Jan,2012
1/25/2012 13:50,San Francisco,1/25/2012,12-Jan,2012
1/24/2012 21:07,Mission Viejo,1/24/2012,12-Jan,2012
1/21/2012 18:57,San Francisco,1/21/2012,12-Jan,2012
1/21/2012 0:30,Long Beach,1/21/2012,12-Jan,2012
1/19/2012 19:20,Encinitas,1/19/2012,12-Jan,2012
1/18/2012 21:04,Ceres,1/18/2012,12-Jan,2012
1/18/2012 7:43,Saugus,1/18/2012,12-Jan,2012
1/17/2012 21:08,Auberry,1/17/2012,12-Jan,2012
1/17/2012 18:45,Redding,1/17/2012,12-Jan,2012
1/17/2012 13:20,San Diego (on Mexican border),1/17/2012,12-Jan,2012
1/16/2012,Porterville,1/16/2012,12-Jan,2012
1/15/2012 18:00,Modesto,1/15/2012,12-Jan,2012
1/14/2012 17:50,Laguna Niguel,1/14/2012,12-Jan,2012
1/14/2012 2:58,Bonita,1/14/2012,12-Jan,2012
1/13/2012 23:04,Oakley,1/13/2012,12-Jan,2012
1/13/2012 17:00,Fullerton,1/13/2012,12-Jan,2012
1/13/2012 16:30,San Diego,1/13/2012,12-Jan,2012
1/13/2012 9:43,Eureka,1/13/2012,12-Jan,2012
1/12/2012 22:30,San Francisco,1/12/2012,12-Jan,2012
1/12/2012 20:45,Saratoga,1/12/2012,12-Jan,2012
1/12/2012 18:00,Ventura,1/12/2012,12-Jan,2012
1/12/2012 0:00,Everywhere,1/12/2012,12-Jan,2012
1/11/2012 20:11,Antioch,1/11/2012,12-Jan,2012
1/11/2012 20:00,Desert Hot Springs,1/11/2012,12-Jan,2012
1/11/2012 19:00,Sacramento,1/11/2012,12-Jan,2012
1/11/2012 18:45,Porterville,1/11/2012,12-Jan,2012
1/11/2012 11:15,Corona/Riverside,1/11/2012,12-Jan,2012
1/10/2012 18:25,Sacramento,1/10/2012,12-Jan,2012
1/9/2012 22:45,Yountville/Oakville,1/9/2012,12-Jan,2012
1/9/2012 22:00,Temecula,1/9/2012,12-Jan,2012
1/9/2012 18:03,Ridgecrest,1/9/2012,12-Jan,2012
1/9/2012,Porterville,1/9/2012,12-Jan,2012
1/8/2012 21:40,Sacramento,1/8/2012,12-Jan,2012
1/8/2012 19:15,Vacaville,1/8/2012,12-Jan,2012
1/7/2012 19:30,Mountain View,1/7/2012,12-Jan,2012
1/4/2012 18:45,Janesville,1/4/2012,12-Jan,2012
1/4/2012 18:00,Moreno Valley,1/4/2012,12-Jan,2012
1/4/2012 5:00,Big Sur,1/4/2012,12-Jan,2012
1/3/2012 19:40,La Jolla,1/3/2012,12-Jan,2012
1/3/2012 12:05,Watsonville,1/3/2012,12-Jan,2012
1/3/2012 10:00,Homeland,1/3/2012,12-Jan,2012
1/2/2012 19:00,Torrance,1/2/2012,12-Jan,2012
1/2/2012 18:20,San Francisco,1/2/2012,12-Jan,2012
1/2/2012 18:00,Oxnard,1/2/2012,12-Jan,2012
1/2/2012 8:04,Glendale,1/2/2012,12-Jan,2012
1/1/2012 19:20,West Sacramento,1/1/2012,12-Jan,2012
1/1/2012 18:00,Redondo beach,1/1/2012,12-Jan,2012
1/1/2012 15:00,South San Francisco,1/1/2012,12-Jan,2012
1/1/2012 12:08,Yuba City,1/1/2012,12-Jan,2012
1/1/2012 0:15,Anderson,1/1/2012,12-Jan,2012
1/1/2012 0:10,Bakersfield,1/1/2012,12-Jan,2012
1/1/2012 0:06,La Mesa,1/1/2012,12-Jan,2012
1/1/2012 0:05,La Mesa,1/1/2012,12-Jan,2012
12/31/2011 23:59,Anderson,12/31/2011,11-Dec,2011
12/31/2011 23:59,Anderson,12/31/2011,11-Dec,2011
12/31/2011 23:53,Pasadena,12/31/2011,11-Dec,2011
12/31/2011 21:44,San Francisco,12/31/2011,11-Dec,2011
12/31/2011 20:15,El Cajon,12/31/2011,11-Dec,2011
12/31/2011 19:10,Auburn,12/31/2011,11-Dec,2011
12/31/2011 18:30,El Cerrito,12/31/2011,11-Dec,2011
12/31/2011 17:30,El Cerrito,12/31/2011,11-Dec,2011
12/30/2011 22:30,San Francisco,12/30/2011,11-Dec,2011
12/30/2011 20:00,Morongo Valley,12/30/2011,11-Dec,2011
12/30/2011 1:00,Temecula/Menifee,12/30/2011,11-Dec,2011
12/29/2011 22:00,Anderson,12/29/2011,11-Dec,2011
12/29/2011 21:30,Los Angeles,12/29/2011,11-Dec,2011
12/29/2011 21:15,Arcadia,12/29/2011,11-Dec,2011
12/29/2011 18:25,Studio City,12/29/2011,11-Dec,2011
12/28/2011 12:31,Santa Barbara,12/28/2011,11-Dec,2011
12/27/2011 19:15,Auburn,12/27/2011,11-Dec,2011
12/27/2011 18:30,Redondo Beach,12/27/2011,11-Dec,2011
12/27/2011 12:53,Santa rosa,12/27/2011,11-Dec,2011
12/26/2011 19:35,North Hollywood,12/26/2011,11-Dec,2011
12/24/2011 20:05,Irvine,12/24/2011,11-Dec,2011
12/24/2011 11:49,Calistoga (2 miles outside),12/24/2011,11-Dec,2011
12/24/2011 4:40,San Leandro,12/24/2011,11-Dec,2011
12/23/2011 22:58,Grass Valley,12/23/2011,11-Dec,2011
12/23/2011 22:15,Tijuana,12/23/2011,11-Dec,2011
12/23/2011 21:00,Palmdale,12/23/2011,11-Dec,2011
12/23/2011 19:30,Rio Rancho,12/23/2011,11-Dec,2011
12/23/2011 17:00,San Diego,12/23/2011,11-Dec,2011
12/22/2011 18:51,Irvine,12/22/2011,11-Dec,2011
12/21/2011 18:15,Trinidad,12/21/2011,11-Dec,2011
12/20/2011 23:00,San Diego,12/20/2011,11-Dec,2011
12/20/2011 19:15,San Francisco,12/20/2011,11-Dec,2011
12/18/2011 23:30,Sacramento,12/18/2011,11-Dec,2011
12/18/2011 1:00,El Cajon,12/18/2011,11-Dec,2011
12/17/2011 20:00,Oakland,12/17/2011,11-Dec,2011
12/16/2011 21:29,Fresno,12/16/2011,11-Dec,2011
12/16/2011 6:00,Bloomington,12/16/2011,11-Dec,2011
12/14/2011 23:00,Berkeley,12/14/2011,11-Dec,2011
12/14/2011 17:00,Rocklin,12/14/2011,11-Dec,2011
12/14/2011 1:00,West Sacramento,12/14/2011,11-Dec,2011
12/13/2011 13:30,San Juan Capistrano,12/13/2011,11-Dec,2011
12/12/2011 19:19,Palo Alto,12/12/2011,11-Dec,2011
12/11/2011 18:20,Avalon,12/11/2011,11-Dec,2011
12/11/2011 4:00,Lathrop,12/11/2011,11-Dec,2011
12/11/2011,Yucaipa,12/11/2011,11-Dec,2011
12/10/2011 17:30,Ocotillo Wells (Near),12/10/2011,11-Dec,2011
12/8/2011 11:40,Sacramento,12/8/2011,11-Dec,2011
12/7/2011 18:00,Visalia,12/7/2011,11-Dec,2011
12/7/2011 18:00,Visalia-Lemoore,12/7/2011,11-Dec,2011
12/7/2011 7:23,Mount Shasta,12/7/2011,11-Dec,2011
12/6/2011 20:34,Fresno,12/6/2011,11-Dec,2011
12/6/2011 18:02,Eureka,12/6/2011,11-Dec,2011
12/6/2011 18:00,Reseda,12/6/2011,11-Dec,2011
12/6/2011 5:26,Glendale,12/6/2011,11-Dec,2011
